,id,opening_name
4730,krF9Dz1b,Sicilian Defense: Smith-Morra Gambit
4731,pKnZiFpW,Sicilian Defense: Bowdler Attack
4732,Grubcd0I,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
4733,rBEQ3gqc,Sicilian Defense: Old Sicilian
4734,eUEzsSNF,Russian Game: Urusov Gambit
4735,YNUaWz9u,Sicilian Defense: Closed Variation |  Traditional
4736,3YGKZ2Wq,Sicilian Defense
4737,MzwM3FTF,Sicilian Defense: Accelerated Dragon |  Exchange Variation
4738,fehuaLTD,King's Pawn Game
4739,gMbAO5xt,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
4740,jElEAAJd,French Defense: Knight Variation
4741,rcD4rwDM,King's Pawn Game: Tayler Opening
4742,RAwMzivk,Four Knights Game
4743,Fy3ZExXm,King's Pawn Game: Tayler Opening
4744,NeBG92UZ,Sicilian Defense
4745,NujCv5Fy,Scandinavian Defense: Mieses-Kotroc Variation
4746,StouvJGZ,Queen's Gambit Accepted: Accelerated Mannheim Variation
4747,uQHyjdyB,Scotch Game
4748,noNiTGVe,Bishop's Opening
4749,qhDWmINz,East Indian Defense
4750,URDWopKS,Queen's Pawn Game: Chigorin Variation
4751,rwAMUWmx,Nimzowitsch Defense
4752,O3nsRoGI,Mieses Opening
4753,LrlglwFj,King's Pawn Game: Napoleon Attack
4754,49ssxBlA,King's Pawn Game: Leonardis Variation
4755,uxB4EezK,Italian Game
4756,tpAQVFdP,King's Pawn Game: Leonardis Variation
4757,xp2ZOhBQ,Sicilian Defense
4758,L18MX1x3,French Defense: Advance Variation |  Nimzowitsch System
4759,uRX6iICZ,Pirc Defense
4760,K0lbKqYt,Van't Kruijs Opening
4761,NscsBm2s,French Defense: Advance Variation |  Paulsen Attack
4762,qNSNQJ8c,Sicilian Defense
4763,FJTeB0gx,Queen's Gambit Declined
4764,yNzi557Z,Queen's Gambit Declined: Queen's Knight Variation
4765,TFw8FHCY,Four Knights Game: Italian Variation
4766,ZyjHdUGk,Tarrasch Defense
4767,KFLvkNhL,Scotch Game: Benima Defense
4768,IeGpHu1q,Four Knights Game: Italian Variation
4769,94JCPpaL,French Defense: Advance Variation |  Nimzowitsch System
4770,Ac6CB7hz,French Defense: Bird Invitation
4771,8qYTysFk,Italian Game: Two Knights Defense |  Knight Attack
4772,Q3VXvZTS,French Defense: Advance Variation |  Nimzowitsch System
4773,rTiytsQN,French Defense: Marshall Variation
4774,Px2xyl4d,Horwitz Defense
4775,Iwow2Y64,Queen's Gambit Declined
4776,G4k1jK69,French Defense: Advance Variation #3
4777,ShGLDecv,French Defense: Advance Variation #3
4778,6WUAPwNb,Tarrasch Defense
4779,QNc6GrSl,French Defense: King's Indian Attack
4780,ukFFxi1H,French Defense: Advance Variation #2
4781,AT83WBD9,French Defense: King's Indian Attack
4782,YzrWlckd,French Defense: Knight Variation
4783,NezbKvl7,Sicilian Defense: O'Kelly Variation |  Venice System |  Ljubojevic Line
4784,qloW1jcG,French Defense: Knight Variation
4785,AmudwqU7,Mieses Opening
4786,D1SkxJzy,French Defense: Knight Variation
4787,3dn1h2k9,Mieses Opening
4788,Pky8l3Lt,French Defense: Queen's Knight
4789,dKW27o1C,Mieses Opening
4790,ytR8qwlM,King's Pawn Game: Leonardis Variation
4791,5OGbiIWT,French Defense #2
4792,cD38oLH2,French Defense: Schlechter Variation
4793,Jb7C1x9e,Russian Game: Urusov Gambit
4794,J3XT3dpb,French Defense: Advance Variation #3
4795,7Z4DZf68,King's Pawn Game: Nimzowitsch Defense
4796,b9SIcVDM,French Defense: Advance Variation #3
4797,83vhI5GR,Sicilian Defense: Dragon Variation |  Yugoslav Attack
4798,WX24MyQf,Italian Game
4799,Ix0jkl7X,Russian Game: Urusov Gambit
4800,JAl8hjBY,Sicilian Defense: Closed Variation
4801,CLaooF3B,King's Pawn Game: McConnell Defense
4802,T1f6mLqd,Four Knights Game: Scotch Variation
4803,70hnZwbO,Four Knights Game: Italian Variation
4804,wafu9DiL,Ruy Lopez: Berlin Defense |  Closed Bernstein Variation
4805,JKW6wGZD,Philidor Defense
4806,maXrGBcM,King's Pawn Game: Leonardis Variation
4807,ZmdFmvG1,Scotch Game
4808,ZTunC5qi,Ruy Lopez: Berlin Defense
4809,7f0UNNfx,Russian Game: Three Knights Game
4810,i3BbZKFC,Four Knights Game: Scotch Variation Accepted
4811,5m7qBD0O,King's Pawn Game: Wayward Queen Attack
4812,Lf44SpwN,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
4813,MwpYMt51,Four Knights Game: Italian Variation
4814,0pq6PAVb,French Defense: Knight Variation
4815,4KH8rIMd,Scotch Game
4816,qsQPUc4I,Four Knights Game: Spanish Variation
4817,MydazshY,Philidor Defense
4818,6Q01zumr,English Opening: King's English Variation |  Two Knights Variation
4819,HzPsRrmq,Russian Game: Damiano Variation
4820,nSg23nTR,King's Gambit Accepted |  Polerio Gambit
4821,pTxlu2iZ,Giuoco Piano
4822,7TYQGZCJ,Queen's Gambit Accepted: Central Variation |  McDonnell Defense
4823,81tgo3Tu,Philidor Defense #3
4824,CuVZiqJM,Scotch Game
4825,7JK0UUgx,King's Pawn Game: Wayward Queen Attack
4826,ENRHyFN9,Queen's Gambit Refused: Marshall Defense
4827,j5PBrN19,King's Pawn Game
4828,Z1M9z44Z,King's Pawn
4829,9Jgd3ECw,Italian Game
4830,5PbDSOM0,Van't Kruijs Opening
4831,HnQZi0ZS,Bishop's Opening: Berlin Defense
4832,BaHl4cje,French Defense: Exchange Variation |  Monte Carlo Variation
4833,4aiuVq2x,Giuoco Piano
4834,gPohywvO,Sicilian Defense: McDonnell Attack
4835,Gidrnr39,Italian Game: Giuoco Piano |  Greco's Attack
4836,CDpqekF1,King's Indian Defense: Four Pawns Attack |  Dynamic Attack
4837,jcmtMyaa,Scotch Game
4838,q30DTIqH,King's Gambit Accepted: Modern Defense #2
4839,FrB4SBij,Caro-Kann Defense: Panov Attack
4840,wVVdMaCu,Caro-Kann Defense: Rasa-Studier Gambit
4841,PGQkBFHm,Bishop's Opening: Boi Variation
4842,kPkQGuG3,Sicilian Defense: Bowdler Attack
4843,2N11Zoiq,Robatsch (Modern) Defense
4844,TLwto2yK,Indian Game: Wade-Tartakower Defense
4845,mZjuXev2,French Defense: Normal Variation
4846,P1pJekpv,Italian Game: Giuoco Pianissimo |  Normal
4847,nc2iXoqQ,English Opening: Great Snake Variation
4848,YeANMECT,Italian Game: Evans Gambit Declined |  5.a4
4849,x6Di4GBX,French Defense: Exchange Variation |  Monte Carlo Variation
4850,XpVVbDCV,Scotch Game: Modern Defense
4851,iL5gfkLi,Sicilian Defense: Bowdler Attack
4852,ZG8j22te,Scandinavian Defense: Mieses-Kotroc Variation
4853,roan7WHy,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line
4854,37cIabzi,Sicilian Defense: McDonnell Attack
4855,2SOMFlxB,Italian Game: Anti-Fried Liver Defense
4856,0Znhw50H,Old Indian Defense
4857,MQGTeemm,Scotch Game
4858,uRFTxnq6,Sicilian Defense: McDonnell Attack
4859,i13EWVDl,Sicilian Defense: McDonnell Attack
4860,5Gim4qaj,Polish Opening
4861,EntKIpge,Pirc Defense #5
4862,hX4hiaAf,Owen Defense
4863,LxklMW66,Scandinavian Defense
4864,3cfWPf0y,Italian Game: Classical Variation |  Center Attack
4865,asaENqNC,Queen's Pawn Game
4866,hbrjhd16,Polish Opening: King's Indian Variation
4867,CJdPYxVM,King's Indian Attack: Sicilian Variation
4868,stLW9WMu,Hungarian Opening
4869,YzgJI16z,Scotch Game
4870,S6FSwnve,French Defense: Advance Variation |  Euwe Variation
4871,vHnthNM4,Caro-Kann Defense: Panov Attack
4872,fUjcNng9,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack
4873,wWVnMMuE,Caro-Kann Defense: Classical Variation
4874,JRqaJ5NB,Caro-Kann Defense: Advance Variation |  Short Variation
4875,Ob30mF8J,Caro-Kann Defense: Classical Variation
4876,wyhmaLDb,King's Indian Defense: Normal Variation |  King's Knight Variation
4877,AHIxde3Q,Caro-Kann Defense
4878,SyWbDLpe,Italian Game: Two Knights Defense |  Modern Bishop's Opening
4879,VLnIq6f0,Queen's Pawn Game: Chigorin Variation
4880,u4hQYL7V,King's Indian Defense
4881,Zf9AV6Aa,Caro-Kann Defense
4882,SiAocaUF,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense
4883,LlV1fnE0,Benoni Defense: Benoni Gambit Accepted
4884,DwEqnJyg,King's Indian Defense
4885,RZDzALCh,Indian Game
4886,XZ3gchsy,Queen's Pawn Game: Chigorin Variation
4887,zAFaRYtf,Caro-Kann Defense: Two Knights Attack
4888,nzQ8k5GN,Caro-Kann Defense
4889,xEWJADlu,Italian Game: Anti-Fried Liver Defense
4890,WIqPK60Q,King's Indian Attack
4891,a0kNz8fK,King's Gambit Accepted |  MacLeod Defense
4892,WVsn7wDi,Benoni Defense
4893,HThNBLPJ,Caro-Kann Defense: Hillbilly Attack
4894,oV5iRqb9,Caro-Kann Defense: Advance Variation
4895,dIkHUgtS,Caro-Kann Defense: Classical Variation
4896,SxxT9nUw,Pirc Defense: Austrian Attack |  Weiss Variation
4897,oQcWfgIc,Ruy Lopez: Berlin Defense #2
4898,Fir5A730,Slav Defense: Chameleon Variation
4899,hgwn2QJz,Ruy Lopez: Morphy Defense |  Anderssen Variation
4900,fpM2HftV,Bishop's Opening: Berlin Defense
4901,LDoLJndl,Indian Game: East Indian Defense
4902,nOfolrmc,English Opening: King's English Variation |  Reversed Sicilian
4903,vx1NK242,Dutch Defense: Queen's Knight Variation
4904,On2yBUmn,Indian Game: London System
4905,iBZP1i4L,Sicilian Defense: Bowdler Attack
4906,8B5PTymc,Sicilian Defense: Najdorf Variation |  Amsterdam Variation
4907,0ZlnifeX,Zukertort Opening: Queen's Gambit Invitation
4908,8I8oPDq1,Gruenfeld Defense: Three Knights Variation |  Paris Variation
4909,glkvWzfL,English Opening: King's English Variation |  Two Knights Variation
4910,CU7oKMxy,Sicilian Defense: Najdorf Variation
4911,lSrBscyA,English Opening: Anglo-Lithuanian Variation
4912,IridYNsE,Queen's Gambit Declined: Queen's Knight Variation
4913,m2Pu7xGp,Indian Game: Pawn Push Variation
4914,x4V0UDiq,Sicilian Defense
4915,78aM8uSv,King's Pawn Game: Macleod Attack
4916,gplsow53,English Opening: Agincourt Defense
4917,ap7ukHUK,English Opening: King's English Variation |  Reversed Sicilian
4918,kTHPUY7h,Ruy Lopez: Berlin Defense #2
4919,dP8cJnEe,English Opening: King's English Variation |  Two Knights Variation
4920,DuSEaxaU,French Defense: Knight Variation
4921,eOA42bSo,Nimzo-Indian Defense
4922,6e96gw5G,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit
4923,JLA9QSdh,Queen's Pawn Game: Zukertort Variation
4924,vz7PfFMk,Sicilian Defense: Bowdler Attack
4925,WLBmCj8C,King's Gambit Accepted |  MacLeod Defense
4926,umOIRlaz,Sicilian Defense: French Variation
4927,MNMnYSmK,Richter-Veresov Attack
4928,hxW6JWR4,English Opening: Great Snake Variation
4929,iqWHIBRv,Queen's Pawn Game: Chigorin Variation
4930,CAB6B57M,Rat Defense: English Rat
4931,NEsUUVDC,Sicilian Defense: Bowdler Attack
4932,K3wDx0gp,Indian Game
4933,LqYNTG1P,Van't Kruijs Opening
4934,mfzgYRpr,English Opening: Agincourt Defense #3
4935,8Y419qkq,Sicilian Defense: Smith-Morra Gambit #2
4936,Cv4vUhmn,Giuoco Piano
4937,a5jf6q8p,Bird Opening: Dutch Variation
4938,xoO2cG1D,Reti Opening #2
4939,3f9PFZmO,Englund Gambit Declined |  Reversed French
4940,lUbqxOse,Caro-Kann Defense
4941,9GHWkvzE,Ruy Lopez: Morphy Defense |  Caro Variation
4942,4IexOZ6d,English Opening: Caro-Kann Defensive System
4943,KsP36zNZ,Queen's Pawn Game: Chigorin Variation
4944,C8DqD3tb,French Defense: Winawer Variation |  Fingerslip Variation
4945,hMu7WNNn,King's Indian Attack
4946,r2oGugx7,Nimzo-Larsen Attack: Modern Variation #2
4947,nMrMUMij,Ware Opening
4948,Ef7YcYnf,Hungarian Opening
4949,heFyMi4G,Polish Opening
4950,9Bw1Yn3F,Queen's Pawn
4951,DecITwVN,Nimzo-Larsen Attack: Modern Variation
4952,MD6mhaRg,Queen's Pawn Game: Chigorin Variation
4953,RVdKnAU2,Philidor Defense #2
4954,ZuqkMcu9,Queen's Gambit Accepted: Old Variation
4955,O7iE2h5g,Ruy Lopez: Steinitz Defense
4956,FK8oCvhv,Queen's Gambit Accepted
4957,aM27GfgP,Petrov: Modern Attack
4958,Zj2l4vlP,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
4959,8kAoaCQC,Horwitz Defense
4960,BBopJByw,Nimzowitsch Defense |  Declined Variation
4961,5w56AoAC,Italian Game
4962,7iTsaZVA,King's Pawn Game: Wayward Queen Attack
4963,OgPQeKAL,Vienna Game
4964,GEatTuzU,French Defense: Franco-Hiva Gambit II
4965,dkfR92Ei,Bishop's Opening
4966,VNGUdHey,Queen's Pawn Game #3
4967,Jrx6mwyl,Queen's Gambit Accepted: Old Variation
4968,JA53OUnQ,French Defense: Franco-Hiva Gambit I
4969,Rt43lr9a,Ruy Lopez: Steinitz Defense
4970,3o7bL4Ow,Italian Game: Giuoco Pianissimo |  Normal
4971,tpi9ti3J,Scotch Game: Malaniuk Variation
4972,AnnJL7OC,Sicilian Defense
4973,vf4OkzfY,French Defense: Advance Variation |  Paulsen Attack
4974,pIGkE4Li,French Defense: Knight Variation
4975,vRV5bnC5,French Defense: Two Knights Variation
4976,uTxoL7VD,Ruy Lopez: Berlin Defense #2
4977,5YzOVhv8,French Defense: La Bourdonnais Variation
4978,kBqSZQIf,French Defense: Knight Variation
4979,Q3rwjtY7,Horwitz Defense
4980,Xbo6QLwR,Pirc Defense #4
4981,3Vr7tPzZ,French Defense: Knight Variation
4982,4vUVw9w6,French Defense #2
4983,Z8KU1ykB,French Defense: Winawer Variation |  Advance Variation
4984,v3EwpOQ4,Sicilian Defense: Wing Gambit Deferred
4985,RR4illOH,Sicilian Defense: Wing Gambit |  Marshall Variation
4986,RydnY8Uo,Dutch Defense: Ilyin-Zhenevsky |  Winter Variation
4987,VbRvVzSK,Sicilian Defense: Wing Gambit |  Marshall Variation
4988,jJd1OaF1,English Opening: Agincourt Defense #3
4989,jUGjVbtE,Zukertort Opening: Queen's Gambit Invitation
4990,bVWLpEYN,Pirc Defense
4991,hfr7lohS,Scandinavian Defense: Main Line |  Leonhardt Gambit
4992,5RjfS9aj,French Defense: Knight Variation
4993,wo0QlcED,Scandinavian Defense: Main Line |  Leonhardt Gambit
4994,9aN2fuTi,Ruy Lopez: Morphy Defense
4995,r8Wd198k,Dutch Defense: Rubinstein Variation
4996,z7HLWBJg,Petrov's Defense
4997,fLKKTzDt,Ruy Lopez: Morphy Defense #2
4998,RVCW8CpO,Scandinavian Defense: Main Line |  Leonhardt Gambit
4999,lSP6rS5w,Sicilian Defense: Wing Gambit |  Carlsbad Variation
5000,aYAW4iyo,Caro-Kann Defense: Exchange Variation
5001,WihO08oi,Modern Defense: Norwegian Defense
5002,q7i4RcHT,French Defense: Reti-Spielmann Attack
5003,yRghIfIO,Caro-Kann Defense: Exchange Variation
5004,Flb1Wmlg,Sicilian Defense: Wing Gambit |  Marshall Variation
5005,kI4YXxXr,Horwitz Defense
5006,kDHFGoZl,Sicilian Defense: Wing Gambit |  Carlsbad Variation
5007,6r5wllEH,French Defense: Two Knights Variation
5008,9x7PHkAO,French Defense: Winawer Variation |  Maroczy-Wallis Variation
5009,y810ffPO,Four Knights Game: Italian Variation
5010,ComPrsI4,Three Knights Opening
5011,WNYpjnNl,Caro-Kann Defense: Advance Variation
5012,wqqhbDVR,French Defense: Classical Variation |  Steinitz Variation
5013,q3PAvbfl,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
5014,vC9VtTHR,Slav Defense: Modern Line
5015,stsSAAyT,Scotch Game: Schmidt Variation
5016,MV0y5hTy,Van't Kruijs Opening
5017,e1X1fJ9l,Van't Kruijs Opening
5018,4LIQsNjY,Mikenas Defense: Cannstatter Variation
5019,F2MVWK86,King's Knight Opening: Normal Variation
5020,422oFLtz,King's Pawn Game: Bavarian Gambit
5021,nnW3Cvn6,Queen's Pawn
5022,MN0aGea2,Sicilian Defense: Old Sicilian
5023,GYItvWGd,Ruy Lopez: Berlin Defense #2
5024,k0yjTdJ7,Queen's Gambit Refused: Albin Countergambit
5025,K16wxrOX,Queen's Gambit Refused: Marshall Defense
5026,q2Tud8VX,Nimzo-Indian Defense: 4.e3 e8g8 |  5.Nf3 |  without ...d5
5027,o30dacOu,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation
5028,ou1Cu7iZ,Sicilian Defense: Bowdler Attack
5029,XlIT22NP,King's Pawn Game: Damiano Defense
5030,jocu8uJD,Bishop's Opening: Berlin Defense
5031,BnLENy9F,Center Game: Normal Variation
5032,XLDxRe7Q,Philidor Defense #3
5033,HD0S5i58,Queen's Gambit Declined: Queen's Knight Variation
5034,okWpP0qF,Four Knights Game: Italian Variation
5035,N3PBJ07V,King's Knight Opening
5036,v25IG9EQ,Scandinavian Defense: Mieses-Kotroc Variation
5037,mju1hBzW,Saragossa Opening
5038,GUa6UZbY,Queen's Gambit Declined: Queen's Knight Variation
5039,X5vmhqx5,Kangaroo Defense: Keres Defense |  Transpositional Variation
5040,BbOKr5Pp,Queen's Gambit Declined: Vienna Variation |  Quiet Variation
5041,wzymu0D6,Slav Defense #3
5042,vZZFEyX5,Four Knights Game: Scotch Variation
5043,bAzqaHZU,Nimzo-Indian Defense: Ragozin Variation
5044,eBUtxG3l,Sicilian Defense: Smith-Morra Gambit #2
5045,ZBI0I0ud,Queen's Gambit Refused: Chigorin Defense #3
5046,WA74dy1J,Queen's Gambit Refused: Albin Countergambit
5047,p1pl8mxO,King's Knight Opening
5048,pR18y5FR,Queen's Gambit Refused: Baltic Defense
5049,7MEvvtG7,Bishop's Opening
5050,lCpgR02E,Nimzowitsch Defense: Kennedy Variation
5051,SeEEpEXK,Owen Defense
5052,aq1gp9cR,King's Pawn Game: Damiano Defense
5053,lBKsGfWv,Nimzo-Indian Defense: Ragozin Variation
5054,GJOBSzAq,Sicilian Defense: Smith-Morra Gambit #2
5055,O19cdLX2,Four Knights Game: Italian Variation
5056,CcSaagDR,Russian Game: Three Knights Game
5057,4moLxU4x,Zukertort Opening: Vos Gambit
5058,G8Yeh5BY,Slav Defense #3
5059,wZ6cYfAK,Nimzo-Indian Defense: Ragozin Variation
5060,XKsO9nd2,Sicilian Defense: Closed Variation
5061,azl6GsCO,Italian Game: Anti-Fried Liver Defense
5062,HXy4qECM,French Defense: Queen's Knight
5063,XYbcasya,Ruy Lopez: Morphy Defense |  Caro Variation
5064,wnx0cf76,King's Gambit Accepted |  King's Knight Gambit
5065,jMbk5ms5,Italian Game: Two Knights Defense |  Fried Liver Attack
5066,IFwDXC4P,Sicilian Defense: Smith-Morra Gambit Declined |  Center Formation
5067,0woMy1BA,Scandinavian Defense: Mieses-Kotroc Variation
5068,fGbqmvoA,Philidor Defense #2
5069,ZdoA7TBg,King's Pawn Game: King's Head Opening #2
5070,5fw8Z9qJ,Three Knights Opening
5071,2mKRvyaf,Bishop's Opening
5072,MM8XMS4G,Ruy Lopez: Berlin Defense #2
5073,Vs9jlGeB,Queen's Pawn Game: Chigorin Variation
5074,Zfa7GFup,Saragossa Opening
5075,0tidSoaN,Queen's Pawn Game: Zukertort Variation
5076,QyWDAXVu,Italian Game: Two Knights Defense |  Modern Bishop's Opening
5077,65qGkYSl,Elephant Gambit
5078,QsQZ10nF,Queen's Pawn Game #2
5079,un69uwEs,Owen Defense
5080,xuqjuBmv,Queen's Pawn Game: Mason Attack
5081,kwuekKMw,Ruy Lopez: Berlin Defense #2
5082,6aqXbVBC,King's Pawn Game: Wayward Queen Attack
5083,VcSqrkzU,King's Pawn Game: Busch-Gass Gambit
5084,0ASe4NM8,Bishop's Opening: Berlin Defense
5085,v5aYW3A4,King's Gambit Declined |  Queen's Knight Defense
5086,YuiFTeMH,Four Knights Game: Spanish Variation |  Classical Variation
5087,KGoB9tcT,Four Knights Game: Italian Variation
5088,XShBaH8A,French Defense: Knight Variation
5089,tBx2fYxd,Three Knights Opening
5090,t1KEqb3X,King's Gambit |  Falkbeer Countergambit Accepted
5091,vUZ4AueG,King's Knight Opening: Normal Variation
5092,cEjKAI4X,English Opening: King's English Variation |  Reversed Closed Sicilian
5093,aT6ZatBy,King's Gambit Declined |  Queen's Knight Defense
5094,Ew7ZCx3z,Dutch Defense: Raphael Variation
5095,VYlpW6gt,English Opening: Anglo-Scandinavian Defense
5096,rh55YptY,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit
5097,N3kY74Wu,King's Pawn Game: Damiano Defense
5098,PGnCIyHz,Russian Game: Urusov Gambit
5099,NLolYGKe,Queen's Gambit Declined
5100,LCDGRDtM,Queen's Gambit Declined
5101,6LneNPrY,Nimzowitsch Defense |  Declined Variation
5102,yaYZ0hv5,Ruy Lopez: Steinitz Defense
5103,xDK2n5hz,Ruy Lopez: Steinitz Defense
5104,Pr8A9HUM,Philidor Defense #2
5105,HQtI9O4I,French Defense: Exchange Variation
5106,a7KkqrTY,French Defense: Normal Variation
5107,xgyScWvK,Pirc Defense #2
5108,6DlTV9BI,Scandinavian Defense: Mieses-Kotroc Variation
5109,nvwGye3Q,Zukertort Opening: Tennison Gambit
5110,RYBAyPfZ,Scandinavian Defense
5111,w3AwaxiO,Scandinavian Defense: Mieses-Kotroc Variation
5112,NUPyMWzM,Sicilian Defense: Smith-Morra Gambit #2
5113,kPMLaziz,Scandinavian Defense
5114,oPDaAcUD,Center Game: Hall Variation
5115,2DUQV9DD,Queen's Gambit Accepted
5116,7Marga6X,Scandinavian Defense: Mieses-Kotroc Variation
5117,3XxEiirS,Scandinavian Defense
5118,6sll4eLr,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
5119,H0GD89TN,Nimzo-Larsen Attack: Classical Variation
5120,UYRkpfZ4,King's Pawn Game: Leonardis Variation
5121,N3pRhM0Z,Queen's Pawn Game
5122,MiYCvmol,King's Pawn Game
5123,YTwEXKwb,Scandinavian Defense: Mieses-Kotroc Variation
5124,i4xHfIqK,Reti Opening
5125,qxDHs8aN,Queen's Pawn Game: Zukertort Variation
5126,v094EOv4,French Defense: Advance Variation #4
5127,BZDoKXsX,Zukertort Opening: Ross Gambit
5128,Kj1ixJel,Blackmar-Diemer Gambit: Netherlands Variation
5129,5Xz7e6vi,Van't Kruijs Opening
5130,ILZ77Y8B,Van't Kruijs Opening
5131,uSFCK1Ib,Scandinavian Defense
5132,yMzW0bYx,Scotch Game
5133,TsQysoBr,Philidor Defense: Exchange Variation #3
5134,oaRiZzN6,Van't Kruijs Opening
5135,8yAezpe6,Italian Game: Anti-Fried Liver Defense
5136,mVdM4fCp,Van't Kruijs Opening
5137,N763VFQ9,Yusupov-Rubinstein System
5138,SFpGxoAV,French Defense: Knight Variation
5139,4uu68Rdi,Pirc Defense: Classical Variation |  Schlechter Variation
5140,Zew1YTJP,Queen's Pawn Game #3
5141,EOGl7Wix,Italian Game: Anti-Fried Liver Defense
5142,89qPGtvp,King's Pawn Game: McConnell Defense
5143,2jRV6FDo,Sicilian Defense
5144,1fELZsyN,French Defense: Horwitz Attack
5145,2BHBIGg0,King's Pawn Game: McConnell Defense
5146,HECIVKUl,French Defense #2
5147,jO7g83oG,Scandinavian Defense: Mieses-Kotroc Variation
5148,hWxl57Dx,French Defense: Normal Variation
5149,BUu4DECY,King's Pawn Game
5150,0xhmhrm1,Sicilian Defense
5151,RntH26Lq,Sicilian Defense
5152,xhe8yS3L,Philidor Defense
5153,conWQtih,Rat Defense: Small Center Defense
5154,X1CCFaAi,Queen's Pawn Game: Chigorin Variation
5155,MmGCO8Ek,Queen's Gambit Declined: Normal Defense
5156,5liQdaIN,English Opening: Symmetrical Variation
5157,UZyCJ1oK,Indian Game: Colle System |  King's Indian Variation
5158,FlHcu2cr,English Opening: Anglo-Indian Defense |  Queen's Knight Variation
5159,JKydvN6M,Italian Game: Classical Variation #2
5160,pab2URKk,Sicilian Defense: Hyperaccelerated Dragon
5161,tTCcKXQa,Queen's Indian Defense: Fianchetto Traditional
5162,yiBxrSiW,Queen's Indian Defense: Fianchetto Traditional
5163,cN8DzzoF,English Opening: Anglo-Lithuanian Variation
5164,K3Gtmpo1,Zukertort Opening: Reversed Mexican Defense
5165,9TxCHRqC,King's Pawn Game: Damiano Defense
5166,Yxn9MK2o,Scotch Game: Classical Variation
5167,cgvk16DL,Elephant Gambit
5168,bmmKx5Nz,Queen's Pawn Game #2
5169,ID3m6TaI,French Defense: Queen's Knight
5170,1mVIifYh,Scandinavian Defense: Mieses-Kotroc Variation
5171,XkqXUDVL,Robatsch (Modern) Defense
5172,XB5wogEe,Caro-Kann Defense
5173,u20R4dF9,Philidor Defense
5174,3LoBtHP8,Queen's Pawn Game
5175,krYU9hzH,Owen Defense
5176,mrA1EZtP,Sicilian Defense: Bowdler Attack
5177,Vv9VsCjo,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation
5178,ciddLqLN,Scandinavian Defense
5179,ZwKLKdSo,Scandinavian Defense
5180,gCfPbVqN,Scandinavian Defense
5181,HICEKqKU,King's Pawn Game: Maroczy Defense
5182,oavxlH3G,Modern Defense
5183,i1ymVG1k,Nimzo-Larsen Attack
5184,teFNQG3M,Caro-Kann Defense
5185,z4WE7tkN,Gunderam Defense
5186,jFKmgWMF,Queen's Pawn Game: Chigorin Variation
5187,iyxZOQlG,Queen's Pawn Game: Veresov Attack |  Veresov Variation
5188,eIz8RdKk,Caro-Kann Defense
5189,HN9u2QC3,Owen Defense
5190,SAXssIUF,King's Pawn Game: Damiano Defense
5191,XM54G0sa,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation
5192,jjW5luQt,Modern Defense
5193,6sBG041J,King's Pawn Game: Nimzowitsch Defense
5194,arhgrwlP,Caro-Kann Defense: Gurgenidze System
5195,NkkybScA,Modern Defense
5196,vWOGal8J,Nimzo-Larsen Attack
5197,3nYbWEKa,Robatsch (Modern) Defense
5198,KvjMia8C,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
5199,gqtgQfU8,Nimzowitsch Defense
5200,8oiHoJm2,Alekhine Defense
5201,EYNfmPHw,Sicilian Defense: Modern Variations |  Main Line
5202,x9zRo0Xv,Van't Kruijs Opening
5203,g7yjIdXi,Modern Defense
5204,P2s8jVO5,Semi-Slav Defense: Normal Variation
5205,fhQf2xGG,Trompowsky Attack
5206,1ryAc7xP,English Opening: King's English Variation |  Kramnik-Shirov Counterattack
5207,Df6dyJkg,Sicilian Defense: Closed Variation |  Traditional
5208,J4GcK7kJ,English Opening: Anglo-Indian Defense |  King's Indian Formation
5209,tybVUEke,Sicilian Defense: Old Sicilian
5210,3gQoIkwB,Reti Opening: Advance Variation
5211,QuIB1pGO,Bird Opening
5212,CoQaRX8R,Sicilian Defense: Smith-Morra Gambit #2
5213,j5ZAGamt,Slav Defense: Quiet Variation |  Pin Defense
5214,8VGIcNan,Bird Opening
5215,Bm82L1yT,Queen's Pawn Game: Chigorin Variation
5216,o4m2q5Ym,English Opening: Agincourt Defense #2
5217,fyipJykw,Zukertort Opening: Polish Defense
5218,A0GCCHjc,Zukertort Opening: Sicilian Invitation
5219,Skot7hoj,Sicilian Defense: Four Knights Variation
5220,JSg6Ywt7,Zukertort Opening: Queenside Fianchetto Variation
5221,4S34mJwp,Zukertort Opening: Black Mustang Defense
5222,xyXbppgb,Scandinavian Defense: Panov Transfer
